SSDSE-B-2026,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,G5105,G7101,G7102,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,H5609,H5610,H5614,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2012,R14000,ê_ìﬁêÏåß,9070000,4544000,4526000,8946000,4488000,4458000,1178000,602000,575000,5942000,3071000,2870000,1948000,869000,1079000,75477,38710,36767,1.30,71996,39450,32546,207908,114301,93607,199306,112686,86620,51530,16812,15.8,32.4,1.7,110,1997.5,41490,8848510,1498,49850,178200,401400,728,8533,143312,892,24799,475519,481,14577,236734,78468,74159,236,12341,201387,64534,38850,18,29,371,5151,7379,186788,3208,345,35721,3855,110,19,23976,2988,252396,1165301,597671,40302,47245,364763,14027600,822610,69968,17241,23802,28809,5743332,2009232,2618562,1107047,3056604,921,24.8,298,6497,4902,1079,99091,2039,103144,16204,304866,74570,22640,22589,10394,13088,13030,43386,13873,32525,58770
2023,R15000,êVäÉåß,2126000,1034000,1092000,2107000,1026000,1082000,228000,117000,111000,1179000,604000,575000,720000,313000,406000,10916,5562,5354,1.23,33185,16351,16834,20023,11693,8330,26184,14507,11677,6262,2511,15.4,35.6,0.2,154,1866.0,11109,1506845,1917,43693,25800,76200,64,593,2961,436,8035,99137,230,4692,52334,17700,16494,101,3784,49151,15579,8361,5,22,87,2843,1237,28173,569,43,6457,1160,83,5,15082,95,59299,252332,437600,17701,17928,26684,7432330,274890,8385,4836,2207,1306,790684,554651,129627,104132,748692,956,18.7,100,1655,1092,506,48683,0,36224,6836,301215,82712,24071,26185,13006,9397,11123,47494,6547,25310,55371
2022,R15000,êVäÉåß,2153000,1046000,1107000,2136000,1039000,1097000,235000,120000,115000,1195000,612000,584000,722000,314000,408000,11732,6037,5695,1.27,32313,15849,16464,20558,12111,8447,26522,14626,11896,6823,2415,14.5,30.6,-0.1,171,2002.0,12438,1731609,1952,44240,25800,75600,70,638,3525,441,8121,101894,230,4713,52709,17802,16753,101,3866,50345,16473,8638,5,22,89,2802,1273,27893,556,41,6327,1117,84,5,15421,80,59843,248520,435251,18334,18537,8233,6739470,57190,9517,5596,2348,1558,925318,656709,157493,109001,786618,994,19.9,100,1685,1117,714,72018,0,59330,7046,295332,80495,18918,28903,11501,7914,12575,45368,9934,24800,54924
2021,R15000,êVäÉåß,2177000,1057000,1120000,2161000,1051000,1110000,242000,124000,118000,1213000,620000,593000,723000,313000,409000,12608,6448,6160,1.32,30990,15365,15625,20603,12159,8444,26389,14672,11717,7088,2617,14.5,30.8,-0.8,162,1952.0,13250,1895872,1984,44410,25800,75400,76,703,4341,444,8172,103680,230,4749,53720,18192,17288,101,3930,51594,17172,8624,5,22,90,2818,1346,27546,628,45,6271,1148,84,7,14856,69,61308,255127,397909,19395,19527,3167,5477170,20160,10792,6143,2849,1778,1059524,744308,183641,129454,798354,998,20.5,104,1679,1130,720,70136,0,57964,5991,313678,79937,24144,25233,11859,8829,13883,60815,12569,22917,53491
2020,R15000,êVäÉåß,2201272,1068670,1132602,2168416,1053533,1114883,247480,126902,120578,1210917,616752,594165,715935,309603,406332,12981,6616,6365,1.33,29455,14652,14803,20451,12150,8301,26558,14848,11710,7570,2637,14.7,31.5,1.5,182,2077.5,12445,1882984,2020,43449,26000,75700,85,803,5239,452,8286,105818,230,4755,53720,17702,16996,102,4046,53114,17158,8283,5,21,92,2820,1417,27153,647,35,6182,1118,85,7,14379,98,63518,266037,349762,18785,18829,10627,5489410,157710,10722,5929,3053,1695,1034304,722758,167785,140271,820134,1016,21.7,105,1653,1132,721,73818,3,62210,6939,273946,75581,13904,23760,11072,9041,12429,45737,10323,23895,48205
2019,R15000,êVäÉåß,2224000,1079000,1145000,2208000,1073000,1135000,254000,130000,124000,1249000,637000,612000,720000,311000,409000,13640,6930,6710,1.38,30572,15032,15540,20178,11921,8257,28340,15535,12805,8742,2823,14.6,31.7,0.5,153,1352.0,14205,2008712,2062,44112,25900,75100,89,821,5873,456,8303,107351,232,4750,54441,18495,17883,102,4194,55030,18311,8776,5,20,94,2713,1394,26543,620,37,6040,1046,83,6,14642,114,68414,257138,419727,23462,23795,45383,8252690,381920,11703,6749,3603,1296,1154860,843080,136582,171115,845564,1034,22.0,108,1671,1152,723,70781,2,62874,7125,294196,75753,10362,25991,11260,11081,11938,53272,11309,28054,55176
2018,R15000,êVäÉåß,2246000,1090000,1157000,2232000,1084000,1148000,260000,134000,126000,1270000,647000,623000,716000,308000,408000,14509,7419,7090,1.41,30068,14870,15198,20644,12278,8366,28188,15455,12733,8612,2814,14.3,31.7,-1.6,173,1795.5,14232,2227290,2112,44371,25900,74900,92,863,6531,465,8341,109403,234,4807,55315,19056,18468,102,4262,56649,18562,8597,5,19,95,2632,1405,26314,637,38,6143,1077,81,6,14882,124,72383,262192,445641,26203,26664,44473,7666700,286350,11592,6486,3694,1341,1139602,819123,134836,178851,851718,1034,22.9,108,1671,1159,722,68109,1,60042,7455,291158,74871,10291,26565,9161,8823,12236,53924,8674,25738,60875
2017,R15000,êVäÉåß,2267000,1099000,1168000,2254000,1094000,1160000,265000,136000,129000,1292000,658000,634000,709000,304000,405000,14967,7708,7259,1.41,29323,14650,14673,21372,12590,8782,27938,15444,12494,8916,2902,13.7,29.8,0.3,169,2036.5,13508,2172345,2140,44470,26000,74800,97,862,7257,474,8300,110916,237,4902,56940,19201,18727,103,4372,58524,18890,8658,5,18,96,2372,1423,26106,606,36,5914,1120,81,6,15272,129,75331,273175,408052,27448,27777,42387,7513730,214870,12046,6174,4506,1303,1143083,780259,132101,226142,846608,1017,22.2,109,1675,1162,700,66370,2,60282,7551,291583,72534,20406,25663,9704,9252,10698,47775,10920,23572,61059
2016,R15000,êVäÉåß,2286000,1107000,1179000,2274000,1103000,1171000,271000,139000,132000,1315000,669000,646000,700000,299000,401000,15737,8126,7611,1.43,28822,14460,14362,21316,12520,8796,27505,15145,12360,9312,2987,14.5,31.1,0.7,164,1499.0,13781,2234220,2175,44854,26200,75300,101,925,8263,484,8355,112133,238,4962,58851,20501,20074,104,4426,59454,19427,8693,5,18,97,2395,1467,25937,689,42,5854,1087,81,5,15602,154,81143,293271,362539,29555,29915,40429,7459160,190950,12750,6595,5136,992,1216083,850033,103427,260404,850221,1012,22.7,111,1688,1168,692,65536,0,60438,7801,275978,73208,13701,24123,9668,8742,11481,37333,10838,24245,62638
2015,R15000,êVäÉåß,2304264,1115413,1188851,2289345,1109570,1179775,275945,141466,134479,1333453,676493,656960,685085,291629,393456,16340,8359,7981,1.44,28297,14224,14073,21852,12862,8990,28587,15837,12750,9437,3193,14.4,29.5,0.5,152,1467.5,13292,2160136,2216,45552,26500,76300,115,1068,9633,487,8355,114134,238,5004,60358,20628,20223,106,4493,60453,19479,9005,5,18,102,2358,1468,25514,642,38,5627,1039,81,6,16282,155,88124,316800,352154,31219,31585,36981,7419210,177320,11648,6375,4123,1043,1134835,822819,105307,198632,874457,1030,22.8,112,1694,1172,694,63811,0,60916,8016,286762,75385,16719,27614,9936,10801,11003,42617,7786,25782,59119
2014,R15000,êVäÉåß,2320000,1123000,1198000,2309000,1119000,1190000,282000,145000,137000,1359000,690000,669000,672000,284000,388000,16480,8424,8056,1.43,28316,14316,14000,21853,12606,9247,27371,15120,12251,9955,3175,13.7,29.6,-0.3,170,1984.0,13039,2291444,2291,46452,26900,77600,154,1532,14675,497,8389,115671,238,5087,62251,21062,20631,105,4565,61504,19873,9192,5,18,98,2346,1559,25180,725,39,5902,1088,79,6,16880,158,93376,339185,361423,32872,33117,38313,7387930,114610,11562,6368,4125,984,1135983,831898,100607,198543,881955,1033,23.3,111,1687,1170,679,61237,17,60061,8313,278832,68359,13278,27715,10314,8910,10291,48785,6322,26033,58825
2013,R15000,êVäÉåß,2336000,1130000,1206000,2325000,1126000,1199000,287000,147000,140000,1388000,705000,684000,655000,275000,380000,17066,8821,8245,1.44,28383,14160,14223,22656,13105,9551,27788,15365,12423,9965,3276,13.8,30.7,-1.2,172,2327.0,16086,2668172,2355,46738,27300,79200,155,1525,15001,510,8513,118425,240,5165,63367,21620,21204,103,4564,61709,19626,9091,5,18,102,2326,1575,25072,682,38,5772,1034,78,6,17144,157,102117,377133,345024,34849,34964,42690,7302720,93590,13576,8415,4432,710,1425961,1128680,75847,217695,893620,1039,23.2,111,1684,1173,667,59382,0,58634,8004,277591,69774,16101,27156,10328,9575,11359,44124,11156,23564,54455
2012,R15000,êVäÉåß,2350000,1137000,1214000,2339000,1133000,1206000,292000,150000,142000,1415000,718000,697000,639000,267000,373000,17476,8914,8562,1.43,28083,14388,13695,22966,13277,9689,27811,15419,12392,10220,3222,13.8,31.9,-1.2,165,1810.0,13975,2381785,2408,46914,29400,87300,156,1519,15594,525,8626,120812,241,5173,64445,21703,21259,106,4725,63642,21246,9444,6,18,100,2326,1511,25053,623,26,5800,1142,79,7,16449,145,111072,416832,308754,35560,35629,50372,7446880,81100,11490,6956,3775,730,1195960,927556,76117,189082,903998,1044,23.0,111,1672,1185,688,60984,0,59654,8193,293075,68971,16850,26905,11390,10093,12074,41844,11606,26384,66959
2023,R16000,ïxéRåß,1007000,490000,516000,987000,480000,507000,108000,56000,53000,566000,293000,273000,333000,142000,191000,5512,2844,2668,1.35,15095,7312,7783,11588,6777,4811,13556,7693,5863,3276,1126,16.1,35.8,0.6,162,2388.5,7041,903275,380,15071,30900,80200,27,209,1502,178,3661,46089,76,2015,25068,8558,8269,49,2138,24689,8040,4694,2,5,75,1152,934,10981,447,17,2439,658,21,22,2700,4021,25243,108928,172748,7697,7876,16849,3228130,214550,4909,2429,1861,588,449783,292271,62116,92852,369155,989,21.4,86,744,431,153,14604,0,11114,1901,327503,86794,19413,27890,12215,9194,13518,67089,6256,25900,59235
2022,R16000,ïxéRåß,1017000,495000,522000,998000,485000,513000,111000,57000,54000,570000,295000,275000,335000,143000,192000,6022,3094,2928,1.46,15052,7383,7669,11818,7003,4815,13332,7531,5801,3496,1074,15.1,32.4,-0.4,169,2401.5,8169,1037625,374,16278,30800,78000,30,228,1741,178,3627,46879,76,2036,25690,8702,8441,49,2175,25394,8308,4772,2,5,72,1125,1022,11017,459,17,2492,633,22,22,2972,3679,25617,107360,175018,8072,8195,5241,2650130,23990,5337,2842,1833,608,498764,349234,63065,84092,384214,1021,21.5,87,758,439,297,32834,0,28821,1967,316801,83483,14845,30775,13033,9881,15874,47958,9369,30155,61429
2021,R16000,ïxéRåß,1025000,498000,527000,1008000,490000,518000,114000,58000,55000,575000,296000,279000,337000,144000,193000,6076,3129,2947,1.42,13650,6834,6816,11479,6799,4680,13096,7383,5713,3548,1164,15.1,31.5,-0.1,171,2609.5,7758,1098129,374,15248,30800,76600,38,265,2027,181,3610,47818,77,2037,26146,8871,8649,53,2209,26068,8517,4812,2,5,76,1111,1066,10857,493,26,2358,600,23,22,2946,3725,26392,110138,163013,8483,8555,2142,2075620,9290,5660,3090,1817,727,553726,389012,77243,85106,391546,1032,22.3,87,763,437,295,32573,0,28929,2187,317803,81291,14002,26266,11713,9117,13547,52085,12522,28117,69143
2020,R16000,ïxéRåß,1034814,502637,532177,1009388,490245,519143,115177,59295,55882,568052,290743,277309,333008,141663,191345,6256,3236,3020,1.44,12981,6403,6578,11545,6884,4661,13267,7387,5880,3720,1239,15.4,33.9,1.6,186,2136.0,6898,1002817,390,14969,30800,76100,42,284,2249,183,3595,48757,78,2052,26565,8966,8758,53,2222,26722,8720,4772,2,5,77,1112,1123,10739,492,17,2393,517,24,22,3091,3162,25939,112446,138351,7864,7979,6511,1994230,38900,5173,3031,1614,521,523814,393131,54100,75824,397704,1039,22.7,87,759,442,294,32511,0,29101,2251,302233,80185,13035,25840,12610,9779,12348,48804,8802,27599,63232
2019,R16000,ïxéRåß,1043000,506000,537000,1026000,498000,528000,119000,61000,58000,587000,301000,286000,337000,144000,193000,6604,3414,3190,1.53,13207,6555,6652,11663,6836,4827,13669,7603,6066,4226,1327,15.2,32.1,0.5,166,2097.5,7799,1157442,418,15576,30700,74500,47,337,2634,188,3574,49847,82,2109,27235,9304,9115,53,2237,27680,9192,5086,2,5,75,1133,1102,10561,456,10,2298,435,26,23,3198,3179,27780,105948,181929,9685,9990,26774,3218200,276670,5919,3265,2041,587,596353,430035,62788,102006,404812,1046,23.0,87,762,443,301,32331,0,28398,2678,307640,78375,17603,25679,11687,10449,12506,51376,8174,29062,62729
2018,R16000,ïxéRåß,1050000,510000,541000,1035000,502000,533000,122000,63000,59000,593000,304000,289000,336000,143000,193000,6846,3551,3295,1.52,13066,6478,6588,11732,6990,4742,13349,7544,5805,4234,1322,15.0,32.8,-1.0,179,2751.0,8281,1225891,426,15303,30600,73600,51,368,3050,190,3587,50907,82,2130,27879,9552,9369,53,2278,28286,9142,4814,2,5,74,1087,1006,10370,445,13,2309,465,27,23,3356,3028,29119,107027,199681,11212,11293,25883,3116130,265870,6400,3386,2251,724,641446,451432,73545,113475,406000,1045,24.1,88,764,445,303,33851,0,31233,2970,324437,82244,11929,27618,11981,10567,12936,55863,13324,29748,68226
2017,R16000,ïxéRåß,1056000,512000,545000,1043000,505000,537000,124000,64000,60000,598000,306000,292000,334000,142000,192000,7178,3725,3453,1.55,13161,6543,6618,12305,7360,4945,13398,7429,5969,4360,1393,14.3,31.3,0.2,183,2699.5,7602,1162682,433,15034,30500,72600,57,430,3807,193,3598,51932,82,2116,28534,9656,9532,53,2306,28708,9195,4768,2,5,76,1061,1037,10322,476,12,2334,459,27,23,3300,3226,30100,109960,187365,11643,11801,25714,3091600,263840,6588,3240,2599,735,636274,433911,75275,124597,407705,1044,24.1,87,760,445,293,31675,0,29536,2767,315868,75469,16361,24743,11216,10510,12089,45051,8580,28992,82857
2016,R16000,ïxéRåß,1061000,513000,548000,1049000,508000,541000,127000,65000,62000,604000,308000,296000,330000,140000,190000,7302,3720,3582,1.50,12864,6444,6420,12206,7288,4918,13210,7210,6000,4486,1368,15.2,31.3,1.0,171,2335.5,7730,1220550,435,14788,30600,72600,66,487,4547,193,3614,53112,83,2149,29312,10111,9994,53,2313,28624,9115,4758,2,5,73,1052,1084,10189,501,16,2255,435,28,24,3253,2980,31352,116567,167922,11707,11840,23553,2842140,198210,7249,3368,3060,651,692385,459498,72795,153793,407807,1039,23.9,87,758,453,288,31483,0,29281,2988,309205,75501,12236,24105,9540,11371,12630,45581,11414,27761,79066
2015,R16000,ïxéRåß,1066328,515147,551181,1052353,509212,543141,128848,66211,62637,605545,307121,298424,322899,136565,186334,7567,3876,3691,1.51,12731,6506,6225,12549,7379,5170,13594,7555,6039,4539,1477,14.8,30.6,0.1,174,2140.5,7427,1206487,444,14288,30500,71700,74,524,5228,196,3653,54195,83,2173,29867,10095,9938,53,2309,28671,9161,4761,2,5,73,1055,1128,10173,492,10,2276,451,29,25,3425,2320,32927,125035,161896,12344,12470,21526,3152110,192200,6261,3174,2204,794,637231,433755,79929,117273,410200,1038,23.7,88,763,450,289,31144,0,29305,3520,313798,76198,14942,26158,11501,11487,12309,45142,10435,30294,75332
2014,R16000,ïxéRåß,1072000,517000,554000,1061000,513000,548000,133000,68000,65000,619000,314000,305000,318000,134000,184000,7556,3914,3642,1.45,12584,6469,6115,11891,6934,4957,12982,7247,5735,4540,1417,14.3,30.3,-0.5,168,2535.0,7515,1412406,460,14545,30400,70700,86,617,6605,196,3651,55277,83,2183,30419,10189,10041,53,2316,28857,9365,4870,2,5,75,1091,1161,10206,554,17,2295,402,30,25,3494,3012,34963,133516,163119,13079,13181,22549,2849000,132520,5527,3230,1829,416,591621,444592,45831,97588,413128,1042,24.0,88,768,453,288,30235,0,28968,3977,339622,74998,12856,25893,13347,12239,11924,48245,11055,31366,97700
2013,R16000,ïxéRåß,1077000,520000,558000,1067000,516000,551000,135000,69000,66000,632000,320000,312000,309000,129000,179000,7722,3973,3749,1.43,12547,6390,6157,12152,7174,4978,13506,7563,5943,4739,1562,14.5,32.9,-0.8,179,2862.5,8603,1394344,476,14985,30300,70100,89,635,6891,198,3685,56684,82,2172,30372,10063,9930,53,2308,28864,9106,4712,2,5,74,1102,1223,10289,532,9,2321,457,32,25,3442,2458,37996,147776,156641,14484,14527,23874,2888300,125600,6130,3909,1692,475,697946,546823,53319,95420,405329,1017,22.2,90,771,453,291,30127,0,29127,3941,323697,72474,11863,27780,9478,11664,11543,58812,10195,27604,82284
2012,R16000,ïxéRåß,1083000,523000,561000,1073000,518000,555000,138000,71000,67000,646000,327000,319000,299000,124000,175000,7880,4077,3803,1.42,12754,6503,6251,12680,7349,5331,13353,7445,5908,4871,1548,14.2,33.0,-1.2,182,2322.5,7211,1288083,491,15200,32100,83100,92,677,7229,199,3682,57959,83,2152,30364,10098,9939,53,2344,29279,9556,5002,3,5,72,1102,1199,10301,526,10,2251,413,32,26,3338,2391,41159,162737,136046,15171,15304,27736,2798840,79000,5470,3267,1861,285,593856,463022,32613,94891,410709,1024,22.8,91,772,453,298,30297,0,29217,3972,304475,69200,21834,26288,9605,11488,11600,42238,8029,27409,76783
2023,R17000,êŒêÏåß,1109000,539000,570000,1091000,529000,562000,128000,66000,62000,643000,328000,315000,338000,145000,193000,6757,3465,3292,1.34,14746,7363,7383,16107,9436,6671,18348,10518,7830,3792,1356,16.6,34.8,1.5,159,2333.0,4594,982569,727,29492,47900,117000,43,559,3578,202,4025,55181,90,2193,29094,9973,9639,56,2296,28988,8990,5634,4,14,70,2736,1126,27701,598,46,6404,1001,36,19,4791,3936,28193,125618,188770,7518,7371,23334,7970020,932860,5028,2662,1570,796,476282,314910,79599,81773,366477,902,12.9,75,879,472,176,18769,0,14399,2296,306536,86611,14674,25089,11573,10183,12665,47326,15196,31999,51220
2022,R17000,êŒêÏåß,1118000,543000,575000,1102000,534000,568000,132000,67000,64000,648000,330000,318000,338000,145000,193000,7075,3608,3467,1.38,14316,7046,7270,16411,9480,6931,18574,10733,7841,4214,1255,15.7,32.0,0.6,160,2223.5,5194,1056875,733,29635,46700,114300,45,566,4042,202,3999,55923,89,2220,29950,10291,10018,56,2358,28974,9376,5648,4,14,86,2739,1271,27683,606,27,6222,965,36,20,4790,4109,27969,124460,194046,7786,7702,6397,6082860,80750,5946,3042,1894,998,566077,367953,101978,95638,371877,911,14.4,78,886,479,346,38154,0,33485,2526,305812,83476,13869,27534,11819,10039,16907,46104,11682,33376,51003
2021,R17000,êŒêÏåß,1125000,546000,579000,1111000,538000,572000,135000,69000,66000,652000,332000,320000,338000,145000,193000,7258,3700,3558,1.38,13214,6498,6716,17248,10090,7158,18395,10776,7619,4214,1380,15.7,31.1,1.1,169,2690.0,5903,1176263,741,28812,45500,113900,48,577,4529,203,4032,56620,88,2212,30336,10053,9801,56,2378,29764,9995,6023,4,14,86,2749,1353,27627,686,33,6240,948,36,20,4850,4144,28351,126740,173580,7861,7763,2420,4149660,12150,7338,3571,2624,1123,685665,444199,117432,122983,371540,904,15.0,78,884,479,350,38580,0,33280,2351,307083,83862,15254,25215,12170,10311,13908,48598,14830,29965,52969
2020,R17000,êŒêÏåß,1132526,549771,582755,1102692,533544,569148,137096,70104,66992,641383,324568,316815,333660,142915,190745,7712,3973,3739,1.47,12721,6385,6336,17077,10181,6896,18576,10938,7638,4336,1474,15.9,32.9,2.8,194,2535.5,5525,1148844,738,27769,44300,115600,50,651,4834,204,4062,57706,89,2198,30259,9832,9650,56,2409,30515,9872,5711,5,13,88,2741,1440,27369,700,18,5838,921,37,20,4846,3210,28982,131323,152428,7774,7574,8534,4555390,157940,6749,3359,2564,813,625236,421966,88356,112555,377643,913,15.0,78,869,481,350,38830,0,34108,2684,299375,79070,15940,22207,13205,10384,14836,48003,13977,26566,55186
2019,R17000,êŒêÏåß,1139000,553000,586000,1124000,545000,579000,140000,71000,69000,661000,337000,324000,337000,144000,192000,7808,4000,3808,1.46,12900,6358,6542,17083,10176,6907,19639,11362,8277,4985,1532,15.8,32.1,1.3,158,2009.5,6356,1382613,743,27947,44100,118200,52,691,5530,204,4077,58793,89,2190,30109,10156,9993,56,2433,31532,10418,5879,5,13,97,2740,1402,26624,641,22,5739,890,38,20,4676,3426,29909,120344,203873,9778,9658,34248,7631900,926770,7825,3652,2775,1286,741391,466952,136749,132552,389383,933,14.9,81,872,484,355,38907,0,35158,2918,355065,87124,24847,26311,10838,12923,14016,57709,17612,37560,66126
2018,R17000,êŒêÏåß,1145000,555000,590000,1131000,548000,583000,143000,73000,70000,667000,339000,328000,334000,143000,191000,8359,4325,4034,1.54,12723,6256,6467,17392,10426,6966,18989,11074,7915,4965,1469,15.5,32.9,-0.1,185,2765.5,6605,1310302,753,26933,43000,109900,55,693,6052,208,4085,59610,89,2215,30699,10674,10531,56,2435,31987,10439,5732,5,13,104,2734,1483,25984,789,38,5705,878,38,20,4729,3373,30847,119302,218264,10953,10918,32284,7844840,846920,7980,3854,2859,1221,774082,492462,133303,144308,393629,942,15.0,81,873,483,353,38073,0,35095,3280,339175,78671,18189,26486,12514,13150,13656,61649,19808,31264,63788
